CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpent,NumTransactions,NumInteractions,UnresolvedCount,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,Churn,AgeGroup,DemoCluster
754,69,M,Widowed,Medium,1122.07,4,0.0,0.0,2023-11-04,46,Website,0,Not Churned,60+,5
755,41,F,Widowed,High,539.68,3,0.0,0.0,2023-02-19,45,Website,0,Not Churned,40-50,2
756,43,F,Widowed,Medium,2081.7,6,0.0,0.0,2023-08-09,25,Mobile App,0,Not Churned,40-50,2
757,64,F,Single,Medium,1484.12,5,1.0,0.0,2023-09-06,28,Mobile App,1,Churned,60+,7
758,68,M,Single,Medium,1725.5,9,2.0,2.0,2023-08-07,18,Online Banking,0,Not Churned,60+,1
759,61,F,Widowed,Medium,575.97,2,1.0,0.0,2023-03-12,13,Website,0,Not Churned,60+,2
760,59,M,Single,Medium,477.75,1,2.0,1.0,2023-01-30,13,Online Banking,0,Not Churned,50-60,1
761,64,M,Married,Low,1309.22,9,1.0,0.0,2023-01-07,45,Online Banking,0,Not Churned,60+,4
762,18,F,Single,Low,2577.9500000000003,9,1.0,1.0,2023-11-06,34,Mobile App,1,Churned,<30,7
763,30,M,Married,Low,693.13,5,2.0,0.0,2023-04-28,14,Mobile App,1,Churned,<30,4
764,27,M,Widowed,Medium,496.99,1,0.0,0.0,2023-02-15,28,Mobile App,0,Not Churned,<30,5
765,36,F,Married,Low,1079.2,5,1.0,0.0,2023-12-07,13,Online Banking,0,Not Churned,30-40,0
766,22,F,Widowed,Medium,910.23,3,2.0,0.0,2023-07-09,34,Website,0,Not Churned,<30,2
767,25,M,Widowed,Medium,2189.69,8,0.0,0.0,2023-08-10,5,Mobile App,0,Not Churned,<30,5
768,21,F,Widowed,Low,1068.46,5,0.0,0.0,2023-08-22,40,Mobile App,0,Not Churned,<30,2
769,66,M,Single,High,1257.45,5,2.0,1.0,2023-05-26,10,Mobile App,0,Not Churned,60+,1
770,30,F,Divorced,Medium,970.67,6,2.0,2.0,2023-01-30,36,Website,0,Not Churned,<30,3
771,55,F,Divorced,Medium,1500.63,7,2.0,1.0,2023-04-13,6,Online Banking,0,Not Churned,50-60,3
772,63,F,Married,Low,1124.58,4,2.0,2.0,2023-04-30,21,Online Banking,0,Not Churned,60+,0
773,66,M,Divorced,Medium,1918.91,8,0.0,0.0,2023-07-07,35,Website,0,Not Churned,60+,6
774,63,M,Widowed,Medium,41.49,1,0.0,0.0,2023-11-24,16,Online Banking,0,Not Churned,60+,5
775,36,M,Divorced,Medium,1586.9,5,1.0,0.0,2023-08-01,20,Website,1,Churned,30-40,6
776,69,F,Married,Low,1647.73,5,2.0,1.0,2023-08-06,31,Mobile App,0,Not Churned,60+,0
777,67,M,Widowed,High,1488.0,6,0.0,0.0,2023-09-22,5,Website,1,Churned,60+,5
778,25,F,Single,High,2064.51,9,2.0,1.0,2023-07-24,6,Online Banking,0,Not Churned,<30,7
779,44,F,Widowed,Low,1563.06,6,1.0,0.0,2023-07-17,2,Mobile App,0,Not Churned,40-50,2
780,67,M,Widowed,Medium,2107.59,7,1.0,1.0,2023-10-19,39,Mobile App,0,Not Churned,60+,5
781,64,F,Married,High,548.61,2,1.0,0.0,2023-01-28,22,Mobile App,0,Not Churned,60+,0
782,47,M,Single,Low,1042.79,5,1.0,1.0,2023-09-07,11,Mobile App,1,Churned,40-50,1
783,21,F,Widowed,Low,1133.6799999999998,6,0.0,0.0,2023-08-10,15,Website,0,Not Churned,<30,2
784,28,M,Single,Medium,1567.71,4,2.0,1.0,2023-08-09,13,Online Banking,0,Not Churned,<30,1
785,38,F,Widowed,Medium,1960.77,7,1.0,0.0,2023-10-08,33,Online Banking,0,Not Churned,30-40,2
786,60,F,Widowed,Low,2141.4,9,2.0,1.0,2023-09-10,46,Mobile App,0,Not Churned,50-60,2
787,19,M,Married,Low,1255.38,8,2.0,1.0,2023-05-10,14,Website,0,Not Churned,<30,4
788,38,M,Widowed,Low,1041.15,5,0.0,0.0,2023-08-20,39,Online Banking,1,Churned,30-40,5
789,34,F,Widowed,High,1755.6999999999998,8,2.0,0.0,2023-09-20,2,Website,1,Churned,30-40,2
790,60,M,Widowed,Medium,2782.16,9,1.0,0.0,2023-04-28,10,Website,0,Not Churned,50-60,5
791,68,F,Divorced,Low,441.32,2,2.0,0.0,2023-12-21,42,Website,1,Churned,60+,3
792,46,F,Single,Medium,1381.17,5,2.0,1.0,2023-08-06,30,Online Banking,0,Not Churned,40-50,7
793,44,F,Married,High,1189.15,6,1.0,0.0,2023-10-14,32,Website,0,Not Churned,40-50,0
794,41,F,Married,Low,2430.75,6,2.0,0.0,2023-05-23,9,Website,0,Not Churned,40-50,0
795,66,F,Married,Medium,993.04,4,1.0,0.0,2023-12-31,48,Online Banking,0,Not Churned,60+,0
796,20,M,Widowed,High,2309.95,9,0.0,0.0,2023-02-09,16,Website,0,Not Churned,<30,5
797,56,M,Single,Low,922.22,4,1.0,0.0,2023-12-29,39,Website,0,Not Churned,50-60,1
798,27,M,Divorced,Medium,953.95,6,2.0,0.0,2023-05-27,5,Mobile App,0,Not Churned,<30,6
799,20,F,Divorced,Low,912.13,4,1.0,1.0,2023-01-03,46,Mobile App,1,Churned,<30,3
800,62,M,Married,Medium,1213.09,5,2.0,1.0,2023-05-28,15,Online Banking,0,Not Churned,60+,4
801,59,M,Single,Medium,1621.99,7,0.0,0.0,2023-09-05,4,Website,0,Not Churned,50-60,1
802,43,M,Divorced,High,504.29,2,2.0,1.0,2023-09-07,24,Mobile App,0,Not Churned,40-50,6
803,54,F,Married,High,2136.39,8,1.0,1.0,2023-11-14,25,Website,0,Not Churned,50-60,0
804,44,M,Divorced,High,2218.53,7,1.0,0.0,2023-12-19,37,Website,0,Not Churned,40-50,6
805,22,M,Divorced,High,1100.62,6,1.0,0.0,2023-01-17,24,Website,0,Not Churned,<30,6
806,59,M,Single,High,421.3,3,1.0,0.0,2023-08-20,42,Online Banking,1,Churned,50-60,1
807,28,F,Married,Medium,1217.41,4,0.0,0.0,2023-02-28,13,Mobile App,1,Churned,<30,0
808,30,M,Divorced,High,1759.63,6,2.0,1.0,2023-08-18,20,Online Banking,0,Not Churned,<30,6
809,58,F,Widowed,Medium,1482.36,9,0.0,0.0,2023-02-10,5,Mobile App,0,Not Churned,50-60,2
810,51,F,Widowed,Medium,1290.08,4,1.0,0.0,2023-02-17,20,Online Banking,0,Not Churned,50-60,2
811,55,M,Divorced,Low,871.11,2,1.0,0.0,2023-04-08,18,Online Banking,0,Not Churned,50-60,6
812,57,F,Single,Medium,2042.29,7,2.0,0.0,2023-03-09,39,Mobile App,1,Churned,50-60,7
813,50,M,Single,Medium,2206.29,8,0.0,0.0,2023-12-08,49,Website,0,Not Churned,40-50,1
814,51,F,Divorced,High,1650.27,9,2.0,0.0,2023-05-22,3,Online Banking,0,Not Churned,50-60,3
815,44,M,Single,Medium,493.38,2,0.0,0.0,2023-08-21,44,Online Banking,0,Not Churned,40-50,1
816,53,M,Single,High,1299.37,8,0.0,0.0,2023-10-20,31,Online Banking,0,Not Churned,50-60,1
817,43,F,Widowed,Medium,337.9,4,0.0,0.0,2023-12-17,30,Website,0,Not Churned,40-50,2
818,68,M,Married,Medium,1295.74,8,1.0,0.0,2023-03-23,41,Online Banking,0,Not Churned,60+,4
819,42,F,Married,High,985.26,5,1.0,1.0,2023-05-06,24,Website,0,Not Churned,40-50,0
820,36,M,Divorced,Low,566.46,2,0.0,0.0,2023-09-08,5,Online Banking,0,Not Churned,30-40,6
821,38,F,Divorced,Medium,304.95,2,1.0,0.0,2023-06-19,20,Mobile App,0,Not Churned,30-40,3
822,48,F,Divorced,Medium,2275.24,9,2.0,2.0,2023-01-29,24,Mobile App,0,Not Churned,40-50,3
823,46,F,Widowed,High,651.38,3,1.0,0.0,2023-12-31,17,Online Banking,1,Churned,40-50,2
824,26,F,Widowed,High,318.01,1,0.0,0.0,2023-02-04,8,Online Banking,0,Not Churned,<30,2
825,36,F,Single,Low,1087.05,9,0.0,0.0,2023-11-11,21,Website,0,Not Churned,30-40,7
826,43,M,Widowed,Low,1099.45,6,1.0,1.0,2023-07-18,14,Mobile App,1,Churned,40-50,5
827,42,M,Married,Low,2317.93,6,0.0,0.0,2023-10-09,38,Online Banking,1,Churned,40-50,4
828,57,F,Widowed,Medium,1361.59,4,1.0,1.0,2023-10-12,32,Online Banking,0,Not Churned,50-60,2
829,60,M,Divorced,Medium,144.37,1,0.0,0.0,2023-06-13,36,Online Banking,0,Not Churned,50-60,6
830,46,M,Married,High,395.99,2,0.0,0.0,2023-07-17,40,Website,0,Not Churned,40-50,4
831,42,F,Single,High,1417.95,8,1.0,1.0,2023-09-03,4,Mobile App,1,Churned,40-50,7
832,36,F,Married,High,1463.62,5,0.0,0.0,2023-08-22,21,Website,0,Not Churned,30-40,0
833,21,F,Widowed,Low,1000.79,5,1.0,1.0,2023-09-14,25,Mobile App,0,Not Churned,<30,2
834,62,F,Widowed,Low,1521.86,5,1.0,1.0,2023-11-21,45,Mobile App,0,Not Churned,60+,2
835,37,M,Single,Low,825.2,5,1.0,0.0,2023-07-21,1,Mobile App,0,Not Churned,30-40,1
836,63,M,Divorced,Medium,1130.44,6,2.0,0.0,2023-06-06,47,Mobile App,1,Churned,60+,6
837,18,F,Single,Medium,1600.01,7,0.0,0.0,2023-08-26,13,Website,0,Not Churned,<30,7
838,28,M,Single,High,1729.93,9,2.0,1.0,2023-01-03,16,Online Banking,0,Not Churned,<30,1
839,21,M,Single,Low,1182.6,5,0.0,0.0,2023-06-28,29,Mobile App,0,Not Churned,<30,1
840,24,F,Single,Medium,997.83,5,1.0,0.0,2023-06-24,39,Mobile App,0,Not Churned,<30,7
841,45,M,Widowed,Low,1829.46,8,1.0,1.0,2023-08-04,29,Website,1,Churned,40-50,5
842,53,M,Divorced,Medium,2806.69,8,1.0,0.0,2023-03-29,12,Mobile App,0,Not Churned,50-60,6
843,24,F,Married,Low,1069.53,5,1.0,0.0,2023-02-07,31,Website,0,Not Churned,<30,0
844,37,M,Divorced,Medium,1505.23,6,0.0,0.0,2023-10-31,20,Mobile App,0,Not Churned,30-40,6
845,52,M,Divorced,Medium,2238.86,8,0.0,0.0,2023-02-18,35,Online Banking,0,Not Churned,50-60,6
846,68,M,Single,Medium,1667.48,5,0.0,0.0,2023-09-19,41,Mobile App,0,Not Churned,60+,1
847,68,F,Divorced,Medium,1672.9299999999998,6,2.0,0.0,2023-11-22,28,Online Banking,0,Not Churned,60+,3
848,56,F,Single,High,690.1600000000001,2,2.0,1.0,2023-01-03,35,Mobile App,1,Churned,50-60,7
849,38,M,Married,Low,830.54,5,2.0,1.0,2023-01-20,29,Website,0,Not Churned,30-40,4
850,61,F,Single,Medium,38.12,1,0.0,0.0,2023-08-20,44,Mobile App,1,Churned,60+,7
851,18,M,Married,Medium,580.18,2,1.0,0.0,2023-01-29,39,Online Banking,0,Not Churned,<30,4
852,54,F,Divorced,Low,569.13,4,1.0,1.0,2023-09-23,29,Mobile App,0,Not Churned,50-60,3
853,63,M,Single,Medium,1178.95,3,1.0,1.0,2023-12-01,34,Website,0,Not Churned,60+,1
854,59,F,Widowed,Medium,47.85,1,2.0,1.0,2023-07-12,10,Mobile App,0,Not Churned,50-60,2
855,20,M,Married,Low,2656.16,8,2.0,1.0,2023-09-25,37,Online Banking,0,Not Churned,<30,4
856,51,M,Divorced,High,524.36,3,0.0,0.0,2023-05-18,48,Website,0,Not Churned,50-60,6
857,30,F,Married,High,379.0,1,1.0,0.0,2023-07-10,7,Mobile App,1,Churned,<30,0
858,33,M,Single,Medium,224.33,2,2.0,0.0,2023-08-08,9,Website,0,Not Churned,30-40,1
859,51,M,Widowed,High,2320.9,9,0.0,0.0,2023-07-24,16,Website,0,Not Churned,50-60,5
860,41,F,Married,High,410.36,2,2.0,1.0,2023-05-27,21,Mobile App,0,Not Churned,40-50,0
861,30,F,Married,Medium,258.79,2,1.0,0.0,2023-05-16,14,Website,0,Not Churned,<30,0
862,23,M,Married,Medium,1581.13,6,0.0,0.0,2023-03-07,2,Online Banking,0,Not Churned,<30,4
863,56,M,Divorced,High,1031.04,7,2.0,1.0,2023-10-14,26,Online Banking,0,Not Churned,50-60,6
864,19,M,Widowed,Medium,1537.15,7,0.0,0.0,2023-03-20,34,Website,0,Not Churned,<30,5
865,28,F,Widowed,Medium,2739.69,9,1.0,1.0,2023-06-10,47,Mobile App,0,Not Churned,<30,2
866,24,F,Widowed,High,440.09,2,0.0,0.0,2023-12-26,49,Website,0,Not Churned,<30,2
867,24,M,Married,Low,985.19,6,0.0,0.0,2023-12-20,18,Website,0,Not Churned,<30,4
868,56,M,Married,High,1858.01,6,0.0,0.0,2023-07-22,12,Website,0,Not Churned,50-60,4
869,56,M,Married,High,1708.06,7,2.0,1.0,2023-12-15,19,Online Banking,1,Churned,50-60,4
870,29,M,Married,High,358.81,1,1.0,1.0,2023-01-18,36,Website,0,Not Churned,<30,4
871,68,F,Single,Medium,1268.83,4,2.0,1.0,2023-09-16,38,Online Banking,0,Not Churned,60+,7
872,39,M,Single,High,2710.07,8,0.0,0.0,2023-04-30,16,Website,0,Not Churned,30-40,1
873,68,M,Divorced,Medium,868.72,3,0.0,0.0,2023-10-20,46,Website,0,Not Churned,60+,6
874,68,F,Married,Low,488.21,1,2.0,0.0,2023-12-29,8,Mobile App,0,Not Churned,60+,0
875,69,F,Divorced,High,2066.71,8,0.0,0.0,2023-12-02,9,Website,0,Not Churned,60+,3
876,20,F,Widowed,Low,1940.62,8,1.0,0.0,2023-09-20,4,Online Banking,0,Not Churned,<30,2
877,30,F,Married,High,2189.55,7,0.0,0.0,2023-05-31,36,Website,0,Not Churned,<30,0
878,47,M,Single,Medium,2181.62,8,0.0,0.0,2023-08-05,47,Website,0,Not Churned,40-50,1
879,27,M,Married,Low,328.09,1,1.0,0.0,2023-07-11,38,Online Banking,0,Not Churned,<30,4
880,69,F,Widowed,High,1311.23,7,2.0,0.0,2023-11-10,49,Online Banking,0,Not Churned,60+,2
881,26,F,Divorced,Low,189.28,1,2.0,1.0,2023-04-01,49,Website,0,Not Churned,<30,3
882,23,M,Married,Medium,745.26,3,0.0,0.0,2023-09-10,45,Website,0,Not Churned,<30,4
883,61,M,Single,Medium,776.71,7,2.0,2.0,2023-10-15,4,Website,0,Not Churned,60+,1
884,19,M,Widowed,High,2069.03,9,1.0,1.0,2023-10-05,8,Online Banking,0,Not Churned,<30,5
885,61,F,Widowed,High,2431.03,9,2.0,1.0,2023-01-09,43,Mobile App,0,Not Churned,60+,2
886,33,F,Divorced,Low,2197.83,7,1.0,0.0,2023-08-21,7,Mobile App,0,Not Churned,30-40,3
887,30,F,Married,Medium,812.28,4,2.0,1.0,2023-03-11,3,Website,0,Not Churned,<30,0
888,65,M,Single,Medium,436.94,3,1.0,1.0,2023-09-04,1,Online Banking,0,Not Churned,60+,1
889,30,M,Married,High,306.88,4,0.0,0.0,2023-01-26,4,Mobile App,0,Not Churned,<30,4
890,39,M,Single,Medium,369.47,2,2.0,0.0,2023-03-01,1,Mobile App,0,Not Churned,30-40,1
891,36,F,Divorced,Medium,1602.17,5,2.0,2.0,2023-03-15,46,Website,0,Not Churned,30-40,3
892,43,F,Widowed,Medium,183.21,1,1.0,1.0,2023-01-16,42,Mobile App,0,Not Churned,40-50,2
893,31,M,Divorced,Low,3026.91,9,2.0,1.0,2023-10-14,38,Mobile App,0,Not Churned,30-40,6
894,48,M,Widowed,Low,983.26,3,2.0,1.0,2023-08-21,37,Mobile App,0,Not Churned,40-50,5
895,46,F,Married,Low,1649.0800000000002,7,0.0,0.0,2023-09-26,12,Mobile App,0,Not Churned,40-50,0
896,62,F,Widowed,Medium,1403.03,8,1.0,0.0,2023-11-22,42,Online Banking,0,Not Churned,60+,2
897,59,F,Single,High,2125.28,8,2.0,2.0,2023-08-21,10,Mobile App,0,Not Churned,50-60,7
898,39,M,Divorced,High,2794.0,9,1.0,1.0,2023-01-09,47,Online Banking,0,Not Churned,30-40,6
899,24,M,Widowed,High,38.78,1,1.0,1.0,2023-12-16,1,Website,1,Churned,<30,5
900,54,F,Widowed,Low,353.54,3,1.0,0.0,2023-03-23,2,Online Banking,0,Not Churned,50-60,2
901,66,M,Married,Medium,517.94,2,0.0,0.0,2023-01-14,12,Website,0,Not Churned,60+,4
902,58,F,Married,Low,1040.2,7,2.0,1.0,2023-09-17,39,Online Banking,0,Not Churned,50-60,0
903,44,M,Married,Low,762.78,4,1.0,0.0,2023-06-22,48,Mobile App,1,Churned,40-50,4
904,48,M,Single,High,1684.39,7,1.0,0.0,2023-11-24,36,Mobile App,0,Not Churned,40-50,1
905,23,M,Married,High,1222.55,8,1.0,1.0,2023-11-27,7,Online Banking,0,Not Churned,<30,4
906,33,F,Widowed,Medium,1235.8,5,0.0,0.0,2023-04-03,38,Website,1,Churned,30-40,2
907,55,M,Single,Low,54.82,1,0.0,0.0,2023-06-07,25,Website,0,Not Churned,50-60,1
908,55,F,Married,Medium,1865.09,9,2.0,1.0,2023-12-06,3,Website,0,Not Churned,50-60,0
909,67,M,Widowed,Low,718.24,3,0.0,0.0,2023-02-02,27,Online Banking,0,Not Churned,60+,5
910,49,F,Single,Medium,797.14,4,0.0,0.0,2023-08-16,24,Online Banking,0,Not Churned,40-50,7
911,50,F,Widowed,Low,1058.9,3,0.0,0.0,2023-02-27,27,Mobile App,0,Not Churned,40-50,2
912,66,F,Married,Medium,1915.01,9,1.0,1.0,2023-07-30,6,Mobile App,0,Not Churned,60+,0
913,34,F,Married,Low,267.44,1,2.0,0.0,2023-09-17,25,Mobile App,0,Not Churned,30-40,0
914,50,F,Single,Low,1722.8,7,2.0,1.0,2023-07-31,43,Website,0,Not Churned,40-50,7
915,28,M,Divorced,High,1786.6,7,0.0,0.0,2023-06-22,31,Online Banking,0,Not Churned,<30,6
916,30,M,Widowed,Low,1176.86,6,0.0,0.0,2023-08-31,44,Mobile App,0,Not Churned,<30,5
917,47,F,Widowed,High,1799.36,8,1.0,0.0,2023-05-10,9,Mobile App,0,Not Churned,40-50,2
918,18,F,Divorced,Medium,1140.8200000000002,4,0.0,0.0,2023-10-11,39,Mobile App,1,Churned,<30,3
919,47,F,Divorced,High,1547.47,7,0.0,0.0,2023-12-14,29,Website,1,Churned,40-50,3
920,44,M,Widowed,Low,2059.02,9,1.0,1.0,2023-10-08,14,Mobile App,0,Not Churned,40-50,5
921,57,F,Single,High,1778.2,6,1.0,1.0,2023-11-05,36,Online Banking,0,Not Churned,50-60,7
922,40,M,Divorced,High,1135.0,3,1.0,1.0,2023-08-10,29,Website,0,Not Churned,30-40,6
923,37,F,Married,Medium,2462.85,9,2.0,2.0,2023-02-10,43,Website,0,Not Churned,30-40,0
924,23,M,Single,High,760.13,2,1.0,1.0,2023-03-25,41,Website,1,Churned,<30,1
925,54,F,Divorced,Medium,1930.41,5,0.0,0.0,2023-01-20,38,Mobile App,1,Churned,50-60,3
926,37,M,Married,Medium,157.62,1,0.0,0.0,2023-05-03,22,Online Banking,1,Churned,30-40,4
927,54,M,Married,High,1462.34,5,0.0,0.0,2023-06-06,12,Mobile App,1,Churned,50-60,4
928,23,F,Widowed,Low,2584.66,8,2.0,1.0,2023-05-21,40,Website,0,Not Churned,<30,2
929,46,F,Single,Medium,358.27,1,0.0,0.0,2023-02-16,49,Online Banking,0,Not Churned,40-50,7
930,30,F,Divorced,High,809.61,2,0.0,0.0,2023-08-10,26,Website,0,Not Churned,<30,3
931,44,F,Married,Medium,1985.28,5,1.0,1.0,2023-03-10,46,Mobile App,0,Not Churned,40-50,0
932,67,M,Widowed,High,350.46,1,1.0,0.0,2023-06-05,28,Online Banking,0,Not Churned,60+,5
933,37,M,Divorced,High,74.06,1,2.0,1.0,2023-04-29,21,Website,0,Not Churned,30-40,6
934,30,M,Married,Low,282.29,1,1.0,0.0,2023-11-14,27,Mobile App,0,Not Churned,<30,4
935,56,M,Widowed,High,939.39,4,2.0,0.0,2023-10-28,33,Website,1,Churned,50-60,5
936,25,M,Married,Medium,2591.57,9,0.0,0.0,2023-07-28,29,Mobile App,0,Not Churned,<30,4
937,34,M,Widowed,Medium,1842.66,7,2.0,1.0,2023-03-30,24,Mobile App,1,Churned,30-40,5
938,47,F,Widowed,Low,695.9300000000001,3,1.0,1.0,2023-06-19,32,Website,0,Not Churned,40-50,2
939,18,M,Single,Medium,394.48,1,0.0,0.0,2023-11-22,6,Website,0,Not Churned,<30,1
940,41,M,Divorced,Low,1536.43,7,2.0,1.0,2023-04-04,27,Mobile App,0,Not Churned,40-50,6
941,33,M,Widowed,High,1440.83,6,0.0,0.0,2023-09-22,16,Website,0,Not Churned,30-40,5
942,28,F,Married,High,1539.42,7,0.0,0.0,2023-06-13,36,Online Banking,0,Not Churned,<30,0
943,21,M,Divorced,High,398.92,2,1.0,0.0,2023-03-19,47,Website,0,Not Churned,<30,6
944,21,F,Divorced,Low,1280.1,5,2.0,1.0,2023-06-04,30,Website,0,Not Churned,<30,3
945,34,M,Divorced,Medium,541.1999999999999,5,0.0,0.0,2023-07-20,15,Website,0,Not Churned,30-40,6
946,66,M,Single,Medium,451.82,3,0.0,0.0,2023-11-13,8,Mobile App,0,Not Churned,60+,1
947,27,F,Widowed,High,589.06,3,1.0,1.0,2023-05-06,31,Website,1,Churned,<30,2
948,38,M,Widowed,Medium,1416.12,5,0.0,0.0,2023-02-12,9,Mobile App,1,Churned,30-40,5
949,55,M,Widowed,Low,956.3,4,0.0,0.0,2023-06-12,42,Online Banking,0,Not Churned,50-60,5
950,66,F,Widowed,Low,1085.17,4,0.0,0.0,2023-04-22,21,Online Banking,0,Not Churned,60+,2
951,35,F,Married,Low,1494.92,7,2.0,1.0,2023-11-08,39,Online Banking,0,Not Churned,30-40,0
952,27,M,Widowed,Low,344.33,1,1.0,1.0,2023-03-20,39,Website,0,Not Churned,<30,5
953,62,M,Divorced,Medium,2580.58,9,2.0,1.0,2023-10-21,43,Website,0,Not Churned,60+,6
954,33,F,Widowed,Low,2009.32,6,0.0,0.0,2023-07-20,20,Online Banking,0,Not Churned,30-40,2
955,56,F,Widowed,Medium,1453.74,6,2.0,1.0,2023-12-08,26,Website,0,Not Churned,50-60,2
956,32,F,Widowed,High,858.04,3,0.0,0.0,2023-10-20,38,Online Banking,0,Not Churned,30-40,2
957,51,F,Widowed,Medium,32.8,1,0.0,0.0,2023-06-01,43,Mobile App,0,Not Churned,50-60,2
958,22,M,Single,Low,972.8,5,1.0,1.0,2023-05-21,14,Online Banking,0,Not Churned,<30,1
959,34,M,Divorced,Medium,285.35,1,0.0,0.0,2023-11-17,48,Online Banking,0,Not Churned,30-40,6
960,54,F,Single,High,1553.52,6,2.0,2.0,2023-02-10,41,Online Banking,0,Not Churned,50-60,7
961,25,M,Divorced,High,964.33,3,2.0,1.0,2023-05-01,21,Mobile App,0,Not Churned,<30,6
962,41,F,Widowed,High,1021.08,4,2.0,2.0,2023-04-04,19,Online Banking,1,Churned,40-50,2
963,45,F,Widowed,Medium,660.3299999999999,3,2.0,0.0,2023-09-17,14,Online Banking,0,Not Churned,40-50,2
964,64,M,Divorced,Low,2348.82,9,2.0,1.0,2023-03-13,9,Online Banking,0,Not Churned,60+,6
965,25,F,Divorced,Low,213.98,1,1.0,1.0,2023-07-11,42,Mobile App,1,Churned,<30,3
966,40,F,Single,Medium,2097.75,7,0.0,0.0,2023-05-16,4,Mobile App,1,Churned,30-40,7
967,52,M,Single,Low,230.71,1,0.0,0.0,2023-04-28,23,Online Banking,0,Not Churned,50-60,1
968,48,M,Married,Low,344.12,2,1.0,0.0,2023-01-17,22,Online Banking,0,Not Churned,40-50,4
969,34,F,Married,Medium,1296.96,4,1.0,1.0,2023-04-25,20,Online Banking,0,Not Churned,30-40,0
970,45,M,Single,High,748.6800000000001,6,2.0,2.0,2023-03-22,19,Website,1,Churned,40-50,1
971,65,M,Married,Low,283.95,2,0.0,0.0,2023-10-17,19,Mobile App,1,Churned,60+,4
972,65,M,Single,High,1105.44,3,0.0,0.0,2023-10-26,23,Mobile App,0,Not Churned,60+,1
973,68,M,Single,Low,56.53,1,0.0,0.0,2023-10-18,31,Website,0,Not Churned,60+,1
974,29,M,Single,High,1789.81,6,0.0,0.0,2023-09-12,46,Mobile App,0,Not Churned,<30,1
975,41,M,Married,High,1892.18,7,0.0,0.0,2023-09-14,19,Mobile App,1,Churned,40-50,4
976,32,F,Divorced,Low,557.62,2,0.0,0.0,2023-02-17,44,Online Banking,0,Not Churned,30-40,3
977,57,M,Widowed,Low,772.3399999999999,3,2.0,0.0,2023-02-08,20,Online Banking,0,Not Churned,50-60,5
978,48,F,Married,Medium,1465.5,7,1.0,1.0,2023-09-14,26,Mobile App,0,Not Churned,40-50,0
979,44,F,Widowed,Low,1711.28,7,1.0,0.0,2023-05-18,6,Website,1,Churned,40-50,2
980,52,F,Widowed,Low,2079.5,8,1.0,1.0,2023-05-04,28,Online Banking,0,Not Churned,50-60,2
981,35,M,Divorced,Medium,285.43,1,0.0,0.0,2023-09-23,41,Website,0,Not Churned,30-40,6
982,53,M,Married,High,913.21,6,1.0,0.0,2023-06-20,4,Mobile App,1,Churned,50-60,4
983,25,F,Widowed,Medium,1395.3000000000002,5,2.0,1.0,2023-05-09,49,Mobile App,0,Not Churned,<30,2
984,63,F,Divorced,High,1127.04,8,1.0,0.0,2023-05-01,44,Website,0,Not Churned,60+,3
985,66,F,Divorced,Medium,1752.58,5,2.0,1.0,2023-03-04,9,Website,0,Not Churned,60+,3
986,55,F,Single,Low,1392.61,7,2.0,0.0,2023-11-08,49,Online Banking,0,Not Churned,50-60,7
987,22,M,Married,Low,1683.65,7,0.0,0.0,2023-06-08,14,Mobile App,1,Churned,<30,4
988,31,F,Widowed,High,2543.12,9,2.0,2.0,2023-02-14,31,Website,0,Not Churned,30-40,2
989,55,M,Divorced,Low,1530.42,7,2.0,2.0,2023-07-26,29,Website,1,Churned,50-60,6
990,37,F,Widowed,High,483.5,1,2.0,1.0,2023-06-07,49,Mobile App,1,Churned,30-40,2
991,61,M,Married,Medium,801.36,3,0.0,0.0,2023-09-17,22,Website,0,Not Churned,60+,4
992,26,M,Single,Low,311.62,1,1.0,1.0,2023-03-26,9,Website,0,Not Churned,<30,1
993,50,F,Widowed,High,81.64,1,0.0,0.0,2023-12-27,11,Website,0,Not Churned,40-50,2
994,35,F,Single,Medium,1801.34,9,2.0,2.0,2023-07-23,25,Mobile App,0,Not Churned,30-40,7
995,23,F,Divorced,Low,1020.0,5,1.0,0.0,2023-07-31,34,Website,1,Churned,<30,3
996,54,F,Single,Low,227.25,1,0.0,0.0,2023-01-29,38,Mobile App,0,Not Churned,50-60,7
997,19,M,Widowed,High,419.82,2,0.0,0.0,2023-04-01,5,Mobile App,0,Not Churned,<30,5
998,47,M,Married,Low,252.15,1,0.0,0.0,2023-07-10,47,Website,0,Not Churned,40-50,4
999,23,M,Widowed,High,2393.26,9,0.0,0.0,2023-01-08,23,Website,0,Not Churned,<30,5
1000,34,M,Widowed,Low,1670.79,6,0.0,0.0,2023-08-13,22,Mobile App,0,Not Churned,30-40,5
